,Oil_Price,Cocoa_Price,Gold_Price,Date
1690,109.82,2993.52,1770.13,2011-08-18
1691,109.82,2993.52,1770.13,2011-08-19
1692,109.82,2993.52,1770.13,2011-08-20
1693,109.82,2993.52,1770.13,2011-08-21
1694,109.82,2993.52,1770.13,2011-08-22
1695,109.82,2993.52,1770.13,2011-08-23
1696,109.82,2993.52,1770.13,2011-08-24
1697,109.82,2993.52,1770.13,2011-08-25
1698,109.82,2993.52,1770.13,2011-08-26
1699,109.82,2993.52,1770.13,2011-08-27
1700,109.82,2993.52,1770.13,2011-08-28
1701,109.82,2993.52,1770.13,2011-08-29
1702,109.82,2993.52,1770.13,2011-08-30
1703,109.82,2993.52,1770.13,2011-08-31
1704,109.96,2820.95,1768.96,2011-09-01
1705,109.96,2820.95,1768.96,2011-09-02
1706,109.96,2820.95,1768.96,2011-09-03
1707,109.96,2820.95,1768.96,2011-09-04
1708,109.96,2820.95,1768.96,2011-09-05
1709,109.96,2820.95,1768.96,2011-09-06
1710,109.96,2820.95,1768.96,2011-09-07
1711,109.96,2820.95,1768.96,2011-09-08
1712,109.96,2820.95,1768.96,2011-09-09
1713,109.96,2820.95,1768.96,2011-09-10
1714,109.96,2820.95,1768.96,2011-09-11
1715,109.96,2820.95,1768.96,2011-09-12
1716,109.96,2820.95,1768.96,2011-09-13
1717,109.96,2820.95,1768.96,2011-09-14
1718,109.96,2820.95,1768.96,2011-09-15
1719,109.96,2820.95,1768.96,2011-09-16
1720,109.96,2820.95,1768.96,2011-09-17
1721,109.96,2820.95,1768.96,2011-09-18
1722,109.96,2820.95,1768.96,2011-09-19
1723,109.96,2820.95,1768.96,2011-09-20
1724,109.96,2820.95,1768.96,2011-09-21
1725,109.96,2820.95,1768.96,2011-09-22
1726,109.96,2820.95,1768.96,2011-09-23
1727,109.96,2820.95,1768.96,2011-09-24
1728,109.96,2820.95,1768.96,2011-09-25
1729,109.96,2820.95,1768.96,2011-09-26
1730,109.96,2820.95,1768.96,2011-09-27
1731,109.96,2820.95,1768.96,2011-09-28
1732,109.96,2820.95,1768.96,2011-09-29
1733,109.96,2820.95,1768.96,2011-09-30
1734,108.8,2638.81,1673.66,2011-10-01
1735,108.8,2638.81,1673.66,2011-10-02
1736,108.8,2638.81,1673.66,2011-10-03
1737,108.8,2638.81,1673.66,2011-10-04
1738,108.8,2638.81,1673.66,2011-10-05
1739,108.8,2638.81,1673.66,2011-10-06
1740,108.8,2638.81,1673.66,2011-10-07
1741,108.8,2638.81,1673.66,2011-10-08
1742,108.8,2638.81,1673.66,2011-10-09
1743,108.8,2638.81,1673.66,2011-10-10
1744,108.8,2638.81,1673.66,2011-10-11
1745,108.8,2638.81,1673.66,2011-10-12
1746,108.8,2638.81,1673.66,2011-10-13
1747,108.8,2638.81,1673.66,2011-10-14
1748,108.8,2638.81,1673.66,2011-10-15
1749,108.8,2638.81,1673.66,2011-10-16
1750,108.8,2638.81,1673.66,2011-10-17
1751,108.8,2638.81,1673.66,2011-10-18
1752,108.8,2638.81,1673.66,2011-10-19
1753,108.8,2638.81,1673.66,2011-10-20
1754,108.8,2638.81,1673.66,2011-10-21
1755,108.8,2638.81,1673.66,2011-10-22
1756,108.8,2638.81,1673.66,2011-10-23
1757,108.8,2638.81,1673.66,2011-10-24
1758,108.8,2638.81,1673.66,2011-10-25
1759,108.8,2638.81,1673.66,2011-10-26
1760,108.8,2638.81,1673.66,2011-10-27
1761,108.8,2638.81,1673.66,2011-10-28
1762,108.8,2638.81,1673.66,2011-10-29
1763,108.8,2638.81,1673.66,2011-10-30
1764,108.8,2638.81,1673.66,2011-10-31
1765,110.61,2520.27,1744.69,2011-11-01
1766,110.61,2520.27,1744.69,2011-11-02
1767,110.61,2520.27,1744.69,2011-11-03
1768,110.61,2520.27,1744.69,2011-11-04
1769,110.61,2520.27,1744.69,2011-11-05
1770,110.61,2520.27,1744.69,2011-11-06
1771,110.61,2520.27,1744.69,2011-11-07
1772,110.61,2520.27,1744.69,2011-11-08
1773,110.61,2520.27,1744.69,2011-11-09
1774,110.61,2520.27,1744.69,2011-11-10
1775,110.61,2520.27,1744.69,2011-11-11
1776,110.61,2520.27,1744.69,2011-11-12
1777,110.61,2520.27,1744.69,2011-11-13
1778,110.61,2520.27,1744.69,2011-11-14
1779,110.61,2520.27,1744.69,2011-11-15
1780,110.61,2520.27,1744.69,2011-11-16
1781,110.61,2520.27,1744.69,2011-11-17
1782,110.61,2520.27,1744.69,2011-11-18
1783,110.61,2520.27,1744.69,2011-11-19
1784,110.61,2520.27,1744.69,2011-11-20
1785,110.61,2520.27,1744.69,2011-11-21
1786,110.61,2520.27,1744.69,2011-11-22
1787,110.61,2520.27,1744.69,2011-11-23
1788,110.61,2520.27,1744.69,2011-11-24
1789,110.61,2520.27,1744.69,2011-11-25
1790,110.61,2520.27,1744.69,2011-11-26
1791,110.61,2520.27,1744.69,2011-11-27
1792,110.61,2520.27,1744.69,2011-11-28
1793,110.61,2520.27,1744.69,2011-11-29
1794,110.61,2520.27,1744.69,2011-11-30
1795,107.72,2173.14,1658.49,2011-12-01
1796,107.72,2173.14,1658.49,2011-12-02
1797,107.72,2173.14,1658.49,2011-12-03
1798,107.72,2173.14,1658.49,2011-12-04
1799,107.72,2173.14,1658.49,2011-12-05
1800,107.72,2173.14,1658.49,2011-12-06
1801,107.72,2173.14,1658.49,2011-12-07
1802,107.72,2173.14,1658.49,2011-12-08
1803,107.72,2173.14,1658.49,2011-12-09
1804,107.72,2173.14,1658.49,2011-12-10
1805,107.72,2173.14,1658.49,2011-12-11
1806,107.72,2173.14,1658.49,2011-12-12
1807,107.72,2173.14,1658.49,2011-12-13
1808,107.72,2173.14,1658.49,2011-12-14
1809,107.72,2173.14,1658.49,2011-12-15
1810,107.72,2173.14,1658.49,2011-12-16
1811,107.72,2173.14,1658.49,2011-12-17
1812,107.72,2173.14,1658.49,2011-12-18
1813,107.72,2173.14,1658.49,2011-12-19
1814,107.72,2173.14,1658.49,2011-12-20
1815,107.72,2173.14,1658.49,2011-12-21
1816,107.72,2173.14,1658.49,2011-12-22
1817,107.72,2173.14,1658.49,2011-12-23
1818,107.72,2173.14,1658.49,2011-12-24
1819,107.72,2173.14,1658.49,2011-12-25
1820,107.72,2173.14,1658.49,2011-12-26
1821,107.72,2173.14,1658.49,2011-12-27
1822,107.72,2173.14,1658.49,2011-12-28
1823,107.72,2173.14,1658.49,2011-12-29
1824,107.72,2173.14,1658.49,2011-12-30
1825,107.72,2173.14,1658.49,2011-12-31
1826,111.63,2266.05,1661.03,2012-01-01
1827,111.63,2266.05,1661.03,2012-01-02
1828,111.63,2266.05,1661.03,2012-01-03
1829,111.63,2266.05,1661.03,2012-01-04
1830,111.63,2266.05,1661.03,2012-01-05
1831,111.63,2266.05,1661.03,2012-01-06
1832,111.63,2266.05,1661.03,2012-01-07
1833,111.63,2266.05,1661.03,2012-01-08
1834,111.63,2266.05,1661.03,2012-01-09
1835,111.63,2266.05,1661.03,2012-01-10
1836,111.63,2266.05,1661.03,2012-01-11
1837,111.63,2266.05,1661.03,2012-01-12
1838,111.63,2266.05,1661.03,2012-01-13
1839,111.63,2266.05,1661.03,2012-01-14
1840,111.63,2266.05,1661.03,2012-01-15
1841,111.63,2266.05,1661.03,2012-01-16
1842,111.63,2266.05,1661.03,2012-01-17
1843,111.63,2266.05,1661.03,2012-01-18
1844,111.63,2266.05,1661.03,2012-01-19
1845,111.63,2266.05,1661.03,2012-01-20
1846,111.63,2266.05,1661.03,2012-01-21
1847,111.63,2266.05,1661.03,2012-01-22
1848,111.63,2266.05,1661.03,2012-01-23
1849,111.63,2266.05,1661.03,2012-01-24
1850,111.63,2266.05,1661.03,2012-01-25
1851,111.63,2266.05,1661.03,2012-01-26
1852,111.63,2266.05,1661.03,2012-01-27
1853,111.63,2266.05,1661.03,2012-01-28
1854,111.63,2266.05,1661.03,2012-01-29
1855,111.63,2266.05,1661.03,2012-01-30
1856,111.63,2266.05,1661.03,2012-01-31
1857,119.15,2313.52,1742.51,2012-02-01
1858,119.15,2313.52,1742.51,2012-02-02
1859,119.15,2313.52,1742.51,2012-02-03
1860,119.15,2313.52,1742.51,2012-02-04
1861,119.15,2313.52,1742.51,2012-02-05
1862,119.15,2313.52,1742.51,2012-02-06
1863,119.15,2313.52,1742.51,2012-02-07
1864,119.15,2313.52,1742.51,2012-02-08
1865,119.15,2313.52,1742.51,2012-02-09
1866,119.15,2313.52,1742.51,2012-02-10
1867,119.15,2313.52,1742.51,2012-02-11
1868,119.15,2313.52,1742.51,2012-02-12
1869,119.15,2313.52,1742.51,2012-02-13
1870,119.15,2313.52,1742.51,2012-02-14
1871,119.15,2313.52,1742.51,2012-02-15
1872,119.15,2313.52,1742.51,2012-02-16
1873,119.15,2313.52,1742.51,2012-02-17
1874,119.15,2313.52,1742.51,2012-02-18
1875,119.15,2313.52,1742.51,2012-02-19
1876,119.15,2313.52,1742.51,2012-02-20
1877,119.15,2313.52,1742.51,2012-02-21
1878,119.15,2313.52,1742.51,2012-02-22
1879,119.15,2313.52,1742.51,2012-02-23
1880,119.15,2313.52,1742.51,2012-02-24
1881,119.15,2313.52,1742.51,2012-02-25
1882,119.15,2313.52,1742.51,2012-02-26
1883,119.15,2313.52,1742.51,2012-02-27
1884,119.15,2313.52,1742.51,2012-02-28
1885,119.15,2313.52,1742.51,2012-02-29
1886,124.62,2315.0,1672.92,2012-03-01
1887,124.62,2315.0,1672.92,2012-03-02
1888,124.62,2315.0,1672.92,2012-03-03
1889,124.62,2315.0,1672.92,2012-03-04
1890,124.62,2315.0,1672.92,2012-03-05
1891,124.62,2315.0,1672.92,2012-03-06
1892,124.62,2315.0,1672.92,2012-03-07
1893,124.62,2315.0,1672.92,2012-03-08
1894,124.62,2315.0,1672.92,2012-03-09
1895,124.62,2315.0,1672.92,2012-03-10
1896,124.62,2315.0,1672.92,2012-03-11
1897,124.62,2315.0,1672.92,2012-03-12
1898,124.62,2315.0,1672.92,2012-03-13
1899,124.62,2315.0,1672.92,2012-03-14
1900,124.62,2315.0,1672.92,2012-03-15
1901,124.62,2315.0,1672.92,2012-03-16
1902,124.62,2315.0,1672.92,2012-03-17
1903,124.62,2315.0,1672.92,2012-03-18
1904,124.62,2315.0,1672.92,2012-03-19
1905,124.62,2315.0,1672.92,2012-03-20
1906,124.62,2315.0,1672.92,2012-03-21
1907,124.62,2315.0,1672.92,2012-03-22
1908,124.62,2315.0,1672.92,2012-03-23
1909,124.62,2315.0,1672.92,2012-03-24
1910,124.62,2315.0,1672.92,2012-03-25
1911,124.62,2315.0,1672.92,2012-03-26
1912,124.62,2315.0,1672.92,2012-03-27
1913,124.62,2315.0,1672.92,2012-03-28
1914,124.62,2315.0,1672.92,2012-03-29
1915,124.62,2315.0,1672.92,2012-03-30
1916,124.62,2315.0,1672.92,2012-03-31
1917,120.37,2197.8,1647.7,2012-04-01
1918,120.37,2197.8,1647.7,2012-04-02
1919,120.37,2197.8,1647.7,2012-04-03
1920,120.37,2197.8,1647.7,2012-04-04
1921,120.37,2197.8,1647.7,2012-04-05
1922,120.37,2197.8,1647.7,2012-04-06
1923,120.37,2197.8,1647.7,2012-04-07
1924,120.37,2197.8,1647.7,2012-04-08
1925,120.37,2197.8,1647.7,2012-04-09
1926,120.37,2197.8,1647.7,2012-04-10
1927,120.37,2197.8,1647.7,2012-04-11
1928,120.37,2197.8,1647.7,2012-04-12
1929,120.37,2197.8,1647.7,2012-04-13
1930,120.37,2197.8,1647.7,2012-04-14
1931,120.37,2197.8,1647.7,2012-04-15
1932,120.37,2197.8,1647.7,2012-04-16
1933,120.37,2197.8,1647.7,2012-04-17
1934,120.37,2197.8,1647.7,2012-04-18
1935,120.37,2197.8,1647.7,2012-04-19
1936,120.37,2197.8,1647.7,2012-04-20
1937,120.37,2197.8,1647.7,2012-04-21
1938,120.37,2197.8,1647.7,2012-04-22
1939,120.37,2197.8,1647.7,2012-04-23
1940,120.37,2197.8,1647.7,2012-04-24
1941,120.37,2197.8,1647.7,2012-04-25
1942,120.37,2197.8,1647.7,2012-04-26
1943,120.37,2197.8,1647.7,2012-04-27
1944,120.37,2197.8,1647.7,2012-04-28
1945,120.37,2197.8,1647.7,2012-04-29
1946,120.37,2197.8,1647.7,2012-04-30
1947,109.36,2207.83,1579.24,2012-05-01
1948,109.36,2207.83,1579.24,2012-05-02
1949,109.36,2207.83,1579.24,2012-05-03
1950,109.36,2207.83,1579.24,2012-05-04
1951,109.36,2207.83,1579.24,2012-05-05
1952,109.36,2207.83,1579.24,2012-05-06
1953,109.36,2207.83,1579.24,2012-05-07
1954,109.36,2207.83,1579.24,2012-05-08
1955,109.36,2207.83,1579.24,2012-05-09
1956,109.36,2207.83,1579.24,2012-05-10
1957,109.36,2207.83,1579.24,2012-05-11
1958,109.36,2207.83,1579.24,2012-05-12
1959,109.36,2207.83,1579.24,2012-05-13
1960,109.36,2207.83,1579.24,2012-05-14
1961,109.36,2207.83,1579.24,2012-05-15
1962,109.36,2207.83,1579.24,2012-05-16
1963,109.36,2207.83,1579.24,2012-05-17
1964,109.36,2207.83,1579.24,2012-05-18
1965,109.36,2207.83,1579.24,2012-05-19
1966,109.36,2207.83,1579.24,2012-05-20
1967,109.36,2207.83,1579.24,2012-05-21
1968,109.36,2207.83,1579.24,2012-05-22
1969,109.36,2207.83,1579.24,2012-05-23
1970,109.36,2207.83,1579.24,2012-05-24
1971,109.36,2207.83,1579.24,2012-05-25
1972,109.36,2207.83,1579.24,2012-05-26
1973,109.36,2207.83,1579.24,2012-05-27
1974,109.36,2207.83,1579.24,2012-05-28
1975,109.36,2207.83,1579.24,2012-05-29
1976,109.36,2207.83,1579.24,2012-05-30
1977,109.36,2207.83,1579.24,2012-05-31
1978,95.89,2191.05,1602.91,2012-06-01
1979,95.89,2191.05,1602.91,2012-06-02
1980,95.89,2191.05,1602.91,2012-06-03
1981,95.89,2191.05,1602.91,2012-06-04
1982,95.89,2191.05,1602.91,2012-06-05
1983,95.89,2191.05,1602.91,2012-06-06
1984,95.89,2191.05,1602.91,2012-06-07
1985,95.89,2191.05,1602.91,2012-06-08
1986,95.89,2191.05,1602.91,2012-06-09
1987,95.89,2191.05,1602.91,2012-06-10
1988,95.89,2191.05,1602.91,2012-06-11
1989,95.89,2191.05,1602.91,2012-06-12
1990,95.89,2191.05,1602.91,2012-06-13
1991,95.89,2191.05,1602.91,2012-06-14
1992,95.89,2191.05,1602.91,2012-06-15
1993,95.89,2191.05,1602.91,2012-06-16
1994,95.89,2191.05,1602.91,2012-06-17
1995,95.89,2191.05,1602.91,2012-06-18
1996,95.89,2191.05,1602.91,2012-06-19
1997,95.89,2191.05,1602.91,2012-06-20
1998,95.89,2191.05,1602.91,2012-06-21
1999,95.89,2191.05,1602.91,2012-06-22
2000,95.89,2191.05,1602.91,2012-06-23
2001,95.89,2191.05,1602.91,2012-06-24
2002,95.89,2191.05,1602.91,2012-06-25
2003,95.89,2191.05,1602.91,2012-06-26
2004,95.89,2191.05,1602.91,2012-06-27
2005,95.89,2191.05,1602.91,2012-06-28
2006,95.89,2191.05,1602.91,2012-06-29
2007,95.89,2191.05,1602.91,2012-06-30
2008,102.77,2269.95,1590.96,2012-07-01
2009,102.77,2269.95,1590.96,2012-07-02
2010,102.77,2269.95,1590.96,2012-07-03
2011,102.77,2269.95,1590.96,2012-07-04
2012,102.77,2269.95,1590.96,2012-07-05
2013,102.77,2269.95,1590.96,2012-07-06
2014,102.77,2269.95,1590.96,2012-07-07
2015,102.77,2269.95,1590.96,2012-07-08
2016,102.77,2269.95,1590.96,2012-07-09
2017,102.77,2269.95,1590.96,2012-07-10
2018,102.77,2269.95,1590.96,2012-07-11
2019,102.77,2269.95,1590.96,2012-07-12
2020,102.77,2269.95,1590.96,2012-07-13
2021,102.77,2269.95,1590.96,2012-07-14
2022,102.77,2269.95,1590.96,2012-07-15
2023,102.77,2269.95,1590.96,2012-07-16
2024,102.77,2269.95,1590.96,2012-07-17
2025,102.77,2269.95,1590.96,2012-07-18
2026,102.77,2269.95,1590.96,2012-07-19
2027,102.77,2269.95,1590.96,2012-07-20
2028,102.77,2269.95,1590.96,2012-07-21
2029,102.77,2269.95,1590.96,2012-07-22
2030,102.77,2269.95,1590.96,2012-07-23
2031,102.77,2269.95,1590.96,2012-07-24
2032,102.77,2269.95,1590.96,2012-07-25
2033,102.77,2269.95,1590.96,2012-07-26
2034,102.77,2269.95,1590.96,2012-07-27
2035,102.77,2269.95,1590.96,2012-07-28
2036,102.77,2269.95,1590.96,2012-07-29
2037,102.77,2269.95,1590.96,2012-07-30
2038,102.77,2269.95,1590.96,2012-07-31
2039,113.19,2452.04,1631.05,2012-08-01
2040,113.19,2452.04,1631.05,2012-08-02
2041,113.19,2452.04,1631.05,2012-08-03
2042,113.19,2452.04,1631.05,2012-08-04
2043,113.19,2452.04,1631.05,2012-08-05
2044,113.19,2452.04,1631.05,2012-08-06
2045,113.19,2452.04,1631.05,2012-08-07
2046,113.19,2452.04,1631.05,2012-08-08
2047,113.19,2452.04,1631.05,2012-08-09
2048,113.19,2452.04,1631.05,2012-08-10
2049,113.19,2452.04,1631.05,2012-08-11
2050,113.19,2452.04,1631.05,2012-08-12
2051,113.19,2452.04,1631.05,2012-08-13
2052,113.19,2452.04,1631.05,2012-08-14
2053,113.19,2452.04,1631.05,2012-08-15
2054,113.19,2452.04,1631.05,2012-08-16
2055,113.19,2452.04,1631.05,2012-08-17
2056,113.19,2452.04,1631.05,2012-08-18
2057,113.19,2452.04,1631.05,2012-08-19
2058,113.19,2452.04,1631.05,2012-08-20
2059,113.19,2452.04,1631.05,2012-08-21
2060,113.19,2452.04,1631.05,2012-08-22
2061,113.19,2452.04,1631.05,2012-08-23
2062,113.19,2452.04,1631.05,2012-08-24
2063,113.19,2452.04,1631.05,2012-08-25
2064,113.19,2452.04,1631.05,2012-08-26
2065,113.19,2452.04,1631.05,2012-08-27
2066,113.19,2452.04,1631.05,2012-08-28
2067,113.19,2452.04,1631.05,2012-08-29
2068,113.19,2452.04,1631.05,2012-08-30
2069,113.19,2452.04,1631.05,2012-08-31
2070,113.04,2577.2,1746.89,2012-09-01
2071,113.04,2577.2,1746.89,2012-09-02
2072,113.04,2577.2,1746.89,2012-09-03
2073,113.04,2577.2,1746.89,2012-09-04
2074,113.04,2577.2,1746.89,2012-09-05
2075,113.04,2577.2,1746.89,2012-09-06
2076,113.04,2577.2,1746.89,2012-09-07
2077,113.04,2577.2,1746.89,2012-09-08
2078,113.04,2577.2,1746.89,2012-09-09
2079,113.04,2577.2,1746.89,2012-09-10
2080,113.04,2577.2,1746.89,2012-09-11
2081,113.04,2577.2,1746.89,2012-09-12
2082,113.04,2577.2,1746.89,2012-09-13
2083,113.04,2577.2,1746.89,2012-09-14
2084,113.04,2577.2,1746.89,2012-09-15
2085,113.04,2577.2,1746.89,2012-09-16
2086,113.04,2577.2,1746.89,2012-09-17
2087,113.04,2577.2,1746.89,2012-09-18
2088,113.04,2577.2,1746.89,2012-09-19
2089,113.04,2577.2,1746.89,2012-09-20
2090,113.04,2577.2,1746.89,2012-09-21
2091,113.04,2577.2,1746.89,2012-09-22
2092,113.04,2577.2,1746.89,2012-09-23
2093,113.04,2577.2,1746.89,2012-09-24
2094,113.04,2577.2,1746.89,2012-09-25
2095,113.04,2577.2,1746.89,2012-09-26
2096,113.04,2577.2,1746.89,2012-09-27
2097,113.04,2577.2,1746.89,2012-09-28
2098,113.04,2577.2,1746.89,2012-09-29
2099,113.04,2577.2,1746.89,2012-09-30
2100,111.52,2409.78,1744.96,2012-10-01
2101,111.52,2409.78,1744.96,2012-10-02
2102,111.52,2409.78,1744.96,2012-10-03
2103,111.52,2409.78,1744.96,2012-10-04
2104,111.52,2409.78,1744.96,2012-10-05
2105,111.52,2409.78,1744.96,2012-10-06
2106,111.52,2409.78,1744.96,2012-10-07
2107,111.52,2409.78,1744.96,2012-10-08
2108,111.52,2409.78,1744.96,2012-10-09
2109,111.52,2409.78,1744.96,2012-10-10
2110,111.52,2409.78,1744.96,2012-10-11
2111,111.52,2409.78,1744.96,2012-10-12
2112,111.52,2409.78,1744.96,2012-10-13
2113,111.52,2409.78,1744.96,2012-10-14
2114,111.52,2409.78,1744.96,2012-10-15
2115,111.52,2409.78,1744.96,2012-10-16
2116,111.52,2409.78,1744.96,2012-10-17
2117,111.52,2409.78,1744.96,2012-10-18
2118,111.52,2409.78,1744.96,2012-10-19
2119,111.52,2409.78,1744.96,2012-10-20
2120,111.52,2409.78,1744.96,2012-10-21
2121,111.52,2409.78,1744.96,2012-10-22
2122,111.52,2409.78,1744.96,2012-10-23
2123,111.52,2409.78,1744.96,2012-10-24
2124,111.52,2409.78,1744.96,2012-10-25
2125,111.52,2409.78,1744.96,2012-10-26
2126,111.52,2409.78,1744.96,2012-10-27
2127,111.52,2409.78,1744.96,2012-10-28
2128,111.52,2409.78,1744.96,2012-10-29
2129,111.52,2409.78,1744.96,2012-10-30
2130,111.52,2409.78,1744.96,2012-10-31
2131,109.53,2440.23,1721.17,2012-11-01
2132,109.53,2440.23,1721.17,2012-11-02
2133,109.53,2440.23,1721.17,2012-11-03
2134,109.53,2440.23,1721.17,2012-11-04
2135,109.53,2440.23,1721.17,2012-11-05
2136,109.53,2440.23,1721.17,2012-11-06
2137,109.53,2440.23,1721.17,2012-11-07
2138,109.53,2440.23,1721.17,2012-11-08
2139,109.53,2440.23,1721.17,2012-11-09
2140,109.53,2440.23,1721.17,2012-11-10
2141,109.53,2440.23,1721.17,2012-11-11
2142,109.53,2440.23,1721.17,2012-11-12
2143,109.53,2440.23,1721.17,2012-11-13
2144,109.53,2440.23,1721.17,2012-11-14
2145,109.53,2440.23,1721.17,2012-11-15
2146,109.53,2440.23,1721.17,2012-11-16
2147,109.53,2440.23,1721.17,2012-11-17
2148,109.53,2440.23,1721.17,2012-11-18
2149,109.53,2440.23,1721.17,2012-11-19
2150,109.53,2440.23,1721.17,2012-11-20
2151,109.53,2440.23,1721.17,2012-11-21
2152,109.53,2440.23,1721.17,2012-11-22
2153,109.53,2440.23,1721.17,2012-11-23
2154,109.53,2440.23,1721.17,2012-11-24
2155,109.53,2440.23,1721.17,2012-11-25
2156,109.53,2440.23,1721.17,2012-11-26
2157,109.53,2440.23,1721.17,2012-11-27
2158,109.53,2440.23,1721.17,2012-11-28
2159,109.53,2440.23,1721.17,2012-11-29
2160,109.53,2440.23,1721.17,2012-11-30
2161,109.19,2364.81,1678.82,2012-12-01
2162,109.19,2364.81,1678.82,2012-12-02
2163,109.19,2364.81,1678.82,2012-12-03
2164,109.19,2364.81,1678.82,2012-12-04
2165,109.19,2364.81,1678.82,2012-12-05
2166,109.19,2364.81,1678.82,2012-12-06
2167,109.19,2364.81,1678.82,2012-12-07
2168,109.19,2364.81,1678.82,2012-12-08
2169,109.19,2364.81,1678.82,2012-12-09
2170,109.19,2364.81,1678.82,2012-12-10
2171,109.19,2364.81,1678.82,2012-12-11
2172,109.19,2364.81,1678.82,2012-12-12
2173,109.19,2364.81,1678.82,2012-12-13
2174,109.19,2364.81,1678.82,2012-12-14
2175,109.19,2364.81,1678.82,2012-12-15
2176,109.19,2364.81,1678.82,2012-12-16
2177,109.19,2364.81,1678.82,2012-12-17
2178,109.19,2364.81,1678.82,2012-12-18
2179,109.19,2364.81,1678.82,2012-12-19
2180,109.19,2364.81,1678.82,2012-12-20
2181,109.19,2364.81,1678.82,2012-12-21
2182,109.19,2364.81,1678.82,2012-12-22
2183,109.19,2364.81,1678.82,2012-12-23
2184,109.19,2364.81,1678.82,2012-12-24
2185,109.19,2364.81,1678.82,2012-12-25
2186,109.19,2364.81,1678.82,2012-12-26
2187,109.19,2364.81,1678.82,2012-12-27
2188,109.19,2364.81,1678.82,2012-12-28
2189,109.19,2364.81,1678.82,2012-12-29
2190,109.19,2364.81,1678.82,2012-12-30
2191,109.19,2364.81,1678.82,2012-12-31
2192,112.28,2233.65,1670.62,2013-01-01
2193,112.28,2233.65,1670.62,2013-01-02
2194,112.28,2233.65,1670.62,2013-01-03
2195,112.28,2233.65,1670.62,2013-01-04
2196,112.28,2233.65,1670.62,2013-01-05
2197,112.28,2233.65,1670.62,2013-01-06
2198,112.28,2233.65,1670.62,2013-01-07
2199,112.28,2233.65,1670.62,2013-01-08
2200,112.28,2233.65,1670.62,2013-01-09
2201,112.28,2233.65,1670.62,2013-01-10
2202,112.28,2233.65,1670.62,2013-01-11
2203,112.28,2233.65,1670.62,2013-01-12
2204,112.28,2233.65,1670.62,2013-01-13
2205,112.28,2233.65,1670.62,2013-01-14
2206,112.28,2233.65,1670.62,2013-01-15
2207,112.28,2233.65,1670.62,2013-01-16
2208,112.28,2233.65,1670.62,2013-01-17
2209,112.28,2233.65,1670.62,2013-01-18
2210,112.28,2233.65,1670.62,2013-01-19
2211,112.28,2233.65,1670.62,2013-01-20
2212,112.28,2233.65,1670.62,2013-01-21
2213,112.28,2233.65,1670.62,2013-01-22
2214,112.28,2233.65,1670.62,2013-01-23
2215,112.28,2233.65,1670.62,2013-01-24
2216,112.28,2233.65,1670.62,2013-01-25
2217,112.28,2233.65,1670.62,2013-01-26
2218,112.28,2233.65,1670.62,2013-01-27
2219,112.28,2233.65,1670.62,2013-01-28
2220,112.28,2233.65,1670.62,2013-01-29
2221,112.28,2233.65,1670.62,2013-01-30
2222,112.28,2233.65,1670.62,2013-01-31
2223,116.11,2167.0,1626.62,2013-02-01
2224,116.11,2167.0,1626.62,2013-02-02
2225,116.11,2167.0,1626.62,2013-02-03
2226,116.11,2167.0,1626.62,2013-02-04
2227,116.11,2167.0,1626.62,2013-02-05
2228,116.11,2167.0,1626.62,2013-02-06
2229,116.11,2167.0,1626.62,2013-02-07
2230,116.11,2167.0,1626.62,2013-02-08
2231,116.11,2167.0,1626.62,2013-02-09
2232,116.11,2167.0,1626.62,2013-02-10
2233,116.11,2167.0,1626.62,2013-02-11
2234,116.11,2167.0,1626.62,2013-02-12
2235,116.11,2167.0,1626.62,2013-02-13
2236,116.11,2167.0,1626.62,2013-02-14
2237,116.11,2167.0,1626.62,2013-02-15
2238,116.11,2167.0,1626.62,2013-02-16
2239,116.11,2167.0,1626.62,2013-02-17
2240,116.11,2167.0,1626.62,2013-02-18
2241,116.11,2167.0,1626.62,2013-02-19
2242,116.11,2167.0,1626.62,2013-02-20
2243,116.11,2167.0,1626.62,2013-02-21
2244,116.11,2167.0,1626.62,2013-02-22
2245,116.11,2167.0,1626.62,2013-02-23
2246,116.11,2167.0,1626.62,2013-02-24
2247,116.11,2167.0,1626.62,2013-02-25
2248,116.11,2167.0,1626.62,2013-02-26
2249,116.11,2167.0,1626.62,2013-02-27
2250,116.11,2167.0,1626.62,2013-02-28
2251,109.53,2119.55,1593.51,2013-03-01
2252,109.53,2119.55,1593.51,2013-03-02
2253,109.53,2119.55,1593.51,2013-03-03
2254,109.53,2119.55,1593.51,2013-03-04
2255,109.53,2119.55,1593.51,2013-03-05
2256,109.53,2119.55,1593.51,2013-03-06
2257,109.53,2119.55,1593.51,2013-03-07
2258,109.53,2119.55,1593.51,2013-03-08
2259,109.53,2119.55,1593.51,2013-03-09
2260,109.53,2119.55,1593.51,2013-03-10
2261,109.53,2119.55,1593.51,2013-03-11
2262,109.53,2119.55,1593.51,2013-03-12
2263,109.53,2119.55,1593.51,2013-03-13
2264,109.53,2119.55,1593.51,2013-03-14
2265,109.53,2119.55,1593.51,2013-03-15
2266,109.53,2119.55,1593.51,2013-03-16
2267,109.53,2119.55,1593.51,2013-03-17
2268,109.53,2119.55,1593.51,2013-03-18
2269,109.53,2119.55,1593.51,2013-03-19
2270,109.53,2119.55,1593.51,2013-03-20
2271,109.53,2119.55,1593.51,2013-03-21
