,Oil_Price,Cocoa_Price,Gold_Price,Date
1599,76.99,2831.33,1202.81,2010-05-19
1600,76.99,2831.33,1202.81,2010-05-20
1601,76.99,2831.33,1202.81,2010-05-21
1602,76.99,2831.33,1202.81,2010-05-22
1603,76.99,2831.33,1202.81,2010-05-23
1604,76.99,2831.33,1202.81,2010-05-24
1605,76.99,2831.33,1202.81,2010-05-25
1606,76.99,2831.33,1202.81,2010-05-26
1607,76.99,2831.33,1202.81,2010-05-27
1608,76.99,2831.33,1202.81,2010-05-28
1609,76.99,2831.33,1202.81,2010-05-29
1610,76.99,2831.33,1202.81,2010-05-30
1611,76.99,2831.33,1202.81,2010-05-31
1612,75.66,2998.91,1233.2,2010-06-01
1613,75.66,2998.91,1233.2,2010-06-02
1614,75.66,2998.91,1233.2,2010-06-03
1615,75.66,2998.91,1233.2,2010-06-04
1616,75.66,2998.91,1233.2,2010-06-05
1617,75.66,2998.91,1233.2,2010-06-06
1618,75.66,2998.91,1233.2,2010-06-07
1619,75.66,2998.91,1233.2,2010-06-08
1620,75.66,2998.91,1233.2,2010-06-09
1621,75.66,2998.91,1233.2,2010-06-10
1622,75.66,2998.91,1233.2,2010-06-11
1623,75.66,2998.91,1233.2,2010-06-12
1624,75.66,2998.91,1233.2,2010-06-13
1625,75.66,2998.91,1233.2,2010-06-14
1626,75.66,2998.91,1233.2,2010-06-15
1627,75.66,2998.91,1233.2,2010-06-16
1628,75.66,2998.91,1233.2,2010-06-17
1629,75.66,2998.91,1233.2,2010-06-18
1630,75.66,2998.91,1233.2,2010-06-19
1631,75.66,2998.91,1233.2,2010-06-20
1632,75.66,2998.91,1233.2,2010-06-21
1633,75.66,2998.91,1233.2,2010-06-22
1634,75.66,2998.91,1233.2,2010-06-23
1635,75.66,2998.91,1233.2,2010-06-24
1636,75.66,2998.91,1233.2,2010-06-25
1637,75.66,2998.91,1233.2,2010-06-26
1638,75.66,2998.91,1233.2,2010-06-27
1639,75.66,2998.91,1233.2,2010-06-28
1640,75.66,2998.91,1233.2,2010-06-29
1641,75.66,2998.91,1233.2,2010-06-30
1642,75.49,3011.64,1193.68,2010-07-01
1643,75.49,3011.64,1193.68,2010-07-02
1644,75.49,3011.64,1193.68,2010-07-03
1645,75.49,3011.64,1193.68,2010-07-04
1646,75.49,3011.64,1193.68,2010-07-05
1647,75.49,3011.64,1193.68,2010-07-06
1648,75.49,3011.64,1193.68,2010-07-07
1649,75.49,3011.64,1193.68,2010-07-08
1650,75.49,3011.64,1193.68,2010-07-09
1651,75.49,3011.64,1193.68,2010-07-10
1652,75.49,3011.64,1193.68,2010-07-11
1653,75.49,3011.64,1193.68,2010-07-12
1654,75.49,3011.64,1193.68,2010-07-13
1655,75.49,3011.64,1193.68,2010-07-14
1656,75.49,3011.64,1193.68,2010-07-15
1657,75.49,3011.64,1193.68,2010-07-16
1658,75.49,3011.64,1193.68,2010-07-17
1659,75.49,3011.64,1193.68,2010-07-18
1660,75.49,3011.64,1193.68,2010-07-19
1661,75.49,3011.64,1193.68,2010-07-20
1662,75.49,3011.64,1193.68,2010-07-21
1663,75.49,3011.64,1193.68,2010-07-22
1664,75.49,3011.64,1193.68,2010-07-23
1665,75.49,3011.64,1193.68,2010-07-24
1666,75.49,3011.64,1193.68,2010-07-25
1667,75.49,3011.64,1193.68,2010-07-26
1668,75.49,3011.64,1193.68,2010-07-27
1669,75.49,3011.64,1193.68,2010-07-28
1670,75.49,3011.64,1193.68,2010-07-29
1671,75.49,3011.64,1193.68,2010-07-30
1672,75.49,3011.64,1193.68,2010-07-31
1673,77.11,2897.64,1215.53,2010-08-01
1674,77.11,2897.64,1215.53,2010-08-02
1675,77.11,2897.64,1215.53,2010-08-03
1676,77.11,2897.64,1215.53,2010-08-04
1677,77.11,2897.64,1215.53,2010-08-05
1678,77.11,2897.64,1215.53,2010-08-06
1679,77.11,2897.64,1215.53,2010-08-07
1680,77.11,2897.64,1215.53,2010-08-08
1681,77.11,2897.64,1215.53,2010-08-09
1682,77.11,2897.64,1215.53,2010-08-10
1683,77.11,2897.64,1215.53,2010-08-11
1684,77.11,2897.64,1215.53,2010-08-12
1685,77.11,2897.64,1215.53,2010-08-13
1686,77.11,2897.64,1215.53,2010-08-14
1687,77.11,2897.64,1215.53,2010-08-15
1688,77.11,2897.64,1215.53,2010-08-16
1689,77.11,2897.64,1215.53,2010-08-17
1690,77.11,2897.64,1215.53,2010-08-18
1691,77.11,2897.64,1215.53,2010-08-19
1692,77.11,2897.64,1215.53,2010-08-20
1693,77.11,2897.64,1215.53,2010-08-21
1694,77.11,2897.64,1215.53,2010-08-22
1695,77.11,2897.64,1215.53,2010-08-23
1696,77.11,2897.64,1215.53,2010-08-24
1697,77.11,2897.64,1215.53,2010-08-25
1698,77.11,2897.64,1215.53,2010-08-26
1699,77.11,2897.64,1215.53,2010-08-27
1700,77.11,2897.64,1215.53,2010-08-28
1701,77.11,2897.64,1215.53,2010-08-29
1702,77.11,2897.64,1215.53,2010-08-30
1703,77.11,2897.64,1215.53,2010-08-31
1704,78.21,2748.86,1271.1,2010-09-01
1705,78.21,2748.86,1271.1,2010-09-02
1706,78.21,2748.86,1271.1,2010-09-03
1707,78.21,2748.86,1271.1,2010-09-04
1708,78.21,2748.86,1271.1,2010-09-05
1709,78.21,2748.86,1271.1,2010-09-06
1710,78.21,2748.86,1271.1,2010-09-07
1711,78.21,2748.86,1271.1,2010-09-08
1712,78.21,2748.86,1271.1,2010-09-09
1713,78.21,2748.86,1271.1,2010-09-10
1714,78.21,2748.86,1271.1,2010-09-11
1715,78.21,2748.86,1271.1,2010-09-12
1716,78.21,2748.86,1271.1,2010-09-13
1717,78.21,2748.86,1271.1,2010-09-14
1718,78.21,2748.86,1271.1,2010-09-15
1719,78.21,2748.86,1271.1,2010-09-16
1720,78.21,2748.86,1271.1,2010-09-17
1721,78.21,2748.86,1271.1,2010-09-18
1722,78.21,2748.86,1271.1,2010-09-19
1723,78.21,2748.86,1271.1,2010-09-20
1724,78.21,2748.86,1271.1,2010-09-21
1725,78.21,2748.86,1271.1,2010-09-22
1726,78.21,2748.86,1271.1,2010-09-23
1727,78.21,2748.86,1271.1,2010-09-24
1728,78.21,2748.86,1271.1,2010-09-25
1729,78.21,2748.86,1271.1,2010-09-26
1730,78.21,2748.86,1271.1,2010-09-27
1731,78.21,2748.86,1271.1,2010-09-28
1732,78.21,2748.86,1271.1,2010-09-29
1733,78.21,2748.86,1271.1,2010-09-30
1734,83.49,2814.43,1342.96,2010-10-01
1735,83.49,2814.43,1342.96,2010-10-02
1736,83.49,2814.43,1342.96,2010-10-03
1737,83.49,2814.43,1342.96,2010-10-04
1738,83.49,2814.43,1342.96,2010-10-05
1739,83.49,2814.43,1342.96,2010-10-06
1740,83.49,2814.43,1342.96,2010-10-07
1741,83.49,2814.43,1342.96,2010-10-08
1742,83.49,2814.43,1342.96,2010-10-09
1743,83.49,2814.43,1342.96,2010-10-10
1744,83.49,2814.43,1342.96,2010-10-11
1745,83.49,2814.43,1342.96,2010-10-12
1746,83.49,2814.43,1342.96,2010-10-13
1747,83.49,2814.43,1342.96,2010-10-14
1748,83.49,2814.43,1342.96,2010-10-15
1749,83.49,2814.43,1342.96,2010-10-16
1750,83.49,2814.43,1342.96,2010-10-17
1751,83.49,2814.43,1342.96,2010-10-18
1752,83.49,2814.43,1342.96,2010-10-19
1753,83.49,2814.43,1342.96,2010-10-20
1754,83.49,2814.43,1342.96,2010-10-21
1755,83.49,2814.43,1342.96,2010-10-22
1756,83.49,2814.43,1342.96,2010-10-23
1757,83.49,2814.43,1342.96,2010-10-24
1758,83.49,2814.43,1342.96,2010-10-25
1759,83.49,2814.43,1342.96,2010-10-26
1760,83.49,2814.43,1342.96,2010-10-27
1761,83.49,2814.43,1342.96,2010-10-28
1762,83.49,2814.43,1342.96,2010-10-29
1763,83.49,2814.43,1342.96,2010-10-30
1764,83.49,2814.43,1342.96,2010-10-31
1765,86.11,2811.27,1369.69,2010-11-01
1766,86.11,2811.27,1369.69,2010-11-02
1767,86.11,2811.27,1369.69,2010-11-03
1768,86.11,2811.27,1369.69,2010-11-04
1769,86.11,2811.27,1369.69,2010-11-05
1770,86.11,2811.27,1369.69,2010-11-06
1771,86.11,2811.27,1369.69,2010-11-07
1772,86.11,2811.27,1369.69,2010-11-08
1773,86.11,2811.27,1369.69,2010-11-09
1774,86.11,2811.27,1369.69,2010-11-10
1775,86.11,2811.27,1369.69,2010-11-11
1776,86.11,2811.27,1369.69,2010-11-12
1777,86.11,2811.27,1369.69,2010-11-13
1778,86.11,2811.27,1369.69,2010-11-14
1779,86.11,2811.27,1369.69,2010-11-15
1780,86.11,2811.27,1369.69,2010-11-16
1781,86.11,2811.27,1369.69,2010-11-17
1782,86.11,2811.27,1369.69,2010-11-18
1783,86.11,2811.27,1369.69,2010-11-19
1784,86.11,2811.27,1369.69,2010-11-20
1785,86.11,2811.27,1369.69,2010-11-21
1786,86.11,2811.27,1369.69,2010-11-22
1787,86.11,2811.27,1369.69,2010-11-23
1788,86.11,2811.27,1369.69,2010-11-24
1789,86.11,2811.27,1369.69,2010-11-25
1790,86.11,2811.27,1369.69,2010-11-26
1791,86.11,2811.27,1369.69,2010-11-27
1792,86.11,2811.27,1369.69,2010-11-28
1793,86.11,2811.27,1369.69,2010-11-29
1794,86.11,2811.27,1369.69,2010-11-30
1795,92.34,2980.3,1391.16,2010-12-01
1796,92.34,2980.3,1391.16,2010-12-02
1797,92.34,2980.3,1391.16,2010-12-03
1798,92.34,2980.3,1391.16,2010-12-04
1799,92.34,2980.3,1391.16,2010-12-05
1800,92.34,2980.3,1391.16,2010-12-06
1801,92.34,2980.3,1391.16,2010-12-07
1802,92.34,2980.3,1391.16,2010-12-08
1803,92.34,2980.3,1391.16,2010-12-09
1804,92.34,2980.3,1391.16,2010-12-10
1805,92.34,2980.3,1391.16,2010-12-11
1806,92.34,2980.3,1391.16,2010-12-12
1807,92.34,2980.3,1391.16,2010-12-13
1808,92.34,2980.3,1391.16,2010-12-14
1809,92.34,2980.3,1391.16,2010-12-15
1810,92.34,2980.3,1391.16,2010-12-16
1811,92.34,2980.3,1391.16,2010-12-17
1812,92.34,2980.3,1391.16,2010-12-18
1813,92.34,2980.3,1391.16,2010-12-19
1814,92.34,2980.3,1391.16,2010-12-20
1815,92.34,2980.3,1391.16,2010-12-21
1816,92.34,2980.3,1391.16,2010-12-22
1817,92.34,2980.3,1391.16,2010-12-23
1818,92.34,2980.3,1391.16,2010-12-24
1819,92.34,2980.3,1391.16,2010-12-25
1820,92.34,2980.3,1391.16,2010-12-26
1821,92.34,2980.3,1391.16,2010-12-27
1822,92.34,2980.3,1391.16,2010-12-28
1823,92.34,2980.3,1391.16,2010-12-29
1824,92.34,2980.3,1391.16,2010-12-30
1825,92.34,2980.3,1391.16,2010-12-31
1826,96.82,3083.1,1359.46,2011-01-01
1827,96.82,3083.1,1359.46,2011-01-02
1828,96.82,3083.1,1359.46,2011-01-03
1829,96.82,3083.1,1359.46,2011-01-04
1830,96.82,3083.1,1359.46,2011-01-05
1831,96.82,3083.1,1359.46,2011-01-06
1832,96.82,3083.1,1359.46,2011-01-07
1833,96.82,3083.1,1359.46,2011-01-08
1834,96.82,3083.1,1359.46,2011-01-09
1835,96.82,3083.1,1359.46,2011-01-10
1836,96.82,3083.1,1359.46,2011-01-11
1837,96.82,3083.1,1359.46,2011-01-12
1838,96.82,3083.1,1359.46,2011-01-13
1839,96.82,3083.1,1359.46,2011-01-14
1840,96.82,3083.1,1359.46,2011-01-15
1841,96.82,3083.1,1359.46,2011-01-16
1842,96.82,3083.1,1359.46,2011-01-17
1843,96.82,3083.1,1359.46,2011-01-18
1844,96.82,3083.1,1359.46,2011-01-19
1845,96.82,3083.1,1359.46,2011-01-20
1846,96.82,3083.1,1359.46,2011-01-21
1847,96.82,3083.1,1359.46,2011-01-22
1848,96.82,3083.1,1359.46,2011-01-23
1849,96.82,3083.1,1359.46,2011-01-24
1850,96.82,3083.1,1359.46,2011-01-25
1851,96.82,3083.1,1359.46,2011-01-26
1852,96.82,3083.1,1359.46,2011-01-27
1853,96.82,3083.1,1359.46,2011-01-28
1854,96.82,3083.1,1359.46,2011-01-29
1855,96.82,3083.1,1359.46,2011-01-30
1856,96.82,3083.1,1359.46,2011-01-31
1857,104.09,3430.35,1372.35,2011-02-01
1858,104.09,3430.35,1372.35,2011-02-02
1859,104.09,3430.35,1372.35,2011-02-03
1860,104.09,3430.35,1372.35,2011-02-04
1861,104.09,3430.35,1372.35,2011-02-05
1862,104.09,3430.35,1372.35,2011-02-06
1863,104.09,3430.35,1372.35,2011-02-07
1864,104.09,3430.35,1372.35,2011-02-08
1865,104.09,3430.35,1372.35,2011-02-09
1866,104.09,3430.35,1372.35,2011-02-10
1867,104.09,3430.35,1372.35,2011-02-11
1868,104.09,3430.35,1372.35,2011-02-12
1869,104.09,3430.35,1372.35,2011-02-13
1870,104.09,3430.35,1372.35,2011-02-14
1871,104.09,3430.35,1372.35,2011-02-15
1872,104.09,3430.35,1372.35,2011-02-16
1873,104.09,3430.35,1372.35,2011-02-17
1874,104.09,3430.35,1372.35,2011-02-18
1875,104.09,3430.35,1372.35,2011-02-19
1876,104.09,3430.35,1372.35,2011-02-20
1877,104.09,3430.35,1372.35,2011-02-21
1878,104.09,3430.35,1372.35,2011-02-22
1879,104.09,3430.35,1372.35,2011-02-23
1880,104.09,3430.35,1372.35,2011-02-24
1881,104.09,3430.35,1372.35,2011-02-25
1882,104.09,3430.35,1372.35,2011-02-26
1883,104.09,3430.35,1372.35,2011-02-27
1884,104.09,3430.35,1372.35,2011-02-28
1885,114.62,3348.39,1422.5,2011-03-01
1886,114.62,3348.39,1422.5,2011-03-02
1887,114.62,3348.39,1422.5,2011-03-03
1888,114.62,3348.39,1422.5,2011-03-04
1889,114.62,3348.39,1422.5,2011-03-05
1890,114.62,3348.39,1422.5,2011-03-06
1891,114.62,3348.39,1422.5,2011-03-07
1892,114.62,3348.39,1422.5,2011-03-08
1893,114.62,3348.39,1422.5,2011-03-09
1894,114.62,3348.39,1422.5,2011-03-10
1895,114.62,3348.39,1422.5,2011-03-11
1896,114.62,3348.39,1422.5,2011-03-12
1897,114.62,3348.39,1422.5,2011-03-13
1898,114.62,3348.39,1422.5,2011-03-14
1899,114.62,3348.39,1422.5,2011-03-15
1900,114.62,3348.39,1422.5,2011-03-16
1901,114.62,3348.39,1422.5,2011-03-17
1902,114.62,3348.39,1422.5,2011-03-18
1903,114.62,3348.39,1422.5,2011-03-19
1904,114.62,3348.39,1422.5,2011-03-20
1905,114.62,3348.39,1422.5,2011-03-21
1906,114.62,3348.39,1422.5,2011-03-22
1907,114.62,3348.39,1422.5,2011-03-23
1908,114.62,3348.39,1422.5,2011-03-24
1909,114.62,3348.39,1422.5,2011-03-25
1910,114.62,3348.39,1422.5,2011-03-26
1911,114.62,3348.39,1422.5,2011-03-27
1912,114.62,3348.39,1422.5,2011-03-28
1913,114.62,3348.39,1422.5,2011-03-29
1914,114.62,3348.39,1422.5,2011-03-30
1915,114.62,3348.39,1422.5,2011-03-31
1916,123.13,3085.81,1481.1,2011-04-01
1917,123.13,3085.81,1481.1,2011-04-02
1918,123.13,3085.81,1481.1,2011-04-03
1919,123.13,3085.81,1481.1,2011-04-04
1920,123.13,3085.81,1481.1,2011-04-05
1921,123.13,3085.81,1481.1,2011-04-06
1922,123.13,3085.81,1481.1,2011-04-07
1923,123.13,3085.81,1481.1,2011-04-08
1924,123.13,3085.81,1481.1,2011-04-09
1925,123.13,3085.81,1481.1,2011-04-10
1926,123.13,3085.81,1481.1,2011-04-11
1927,123.13,3085.81,1481.1,2011-04-12
1928,123.13,3085.81,1481.1,2011-04-13
1929,123.13,3085.81,1481.1,2011-04-14
1930,123.13,3085.81,1481.1,2011-04-15
1931,123.13,3085.81,1481.1,2011-04-16
1932,123.13,3085.81,1481.1,2011-04-17
1933,123.13,3085.81,1481.1,2011-04-18
1934,123.13,3085.81,1481.1,2011-04-19
1935,123.13,3085.81,1481.1,2011-04-20
1936,123.13,3085.81,1481.1,2011-04-21
1937,123.13,3085.81,1481.1,2011-04-22
1938,123.13,3085.81,1481.1,2011-04-23
1939,123.13,3085.81,1481.1,2011-04-24
1940,123.13,3085.81,1481.1,2011-04-25
1941,123.13,3085.81,1481.1,2011-04-26
1942,123.13,3085.81,1481.1,2011-04-27
1943,123.13,3085.81,1481.1,2011-04-28
1944,123.13,3085.81,1481.1,2011-04-29
1945,123.13,3085.81,1481.1,2011-04-30
1946,114.53,3036.43,1515.22,2011-05-01
1947,114.53,3036.43,1515.22,2011-05-02
1948,114.53,3036.43,1515.22,2011-05-03
1949,114.53,3036.43,1515.22,2011-05-04
1950,114.53,3036.43,1515.22,2011-05-05
1951,114.53,3036.43,1515.22,2011-05-06
1952,114.53,3036.43,1515.22,2011-05-07
1953,114.53,3036.43,1515.22,2011-05-08
1954,114.53,3036.43,1515.22,2011-05-09
1955,114.53,3036.43,1515.22,2011-05-10
1956,114.53,3036.43,1515.22,2011-05-11
1957,114.53,3036.43,1515.22,2011-05-12
1958,114.53,3036.43,1515.22,2011-05-13
1959,114.53,3036.43,1515.22,2011-05-14
1960,114.53,3036.43,1515.22,2011-05-15
1961,114.53,3036.43,1515.22,2011-05-16
1962,114.53,3036.43,1515.22,2011-05-17
1963,114.53,3036.43,1515.22,2011-05-18
1964,114.53,3036.43,1515.22,2011-05-19
1965,114.53,3036.43,1515.22,2011-05-20
1966,114.53,3036.43,1515.22,2011-05-21
1967,114.53,3036.43,1515.22,2011-05-22
1968,114.53,3036.43,1515.22,2011-05-23
1969,114.53,3036.43,1515.22,2011-05-24
1970,114.53,3036.43,1515.22,2011-05-25
1971,114.53,3036.43,1515.22,2011-05-26
1972,114.53,3036.43,1515.22,2011-05-27
1973,114.53,3036.43,1515.22,2011-05-28
1974,114.53,3036.43,1515.22,2011-05-29
1975,114.53,3036.43,1515.22,2011-05-30
1976,114.53,3036.43,1515.22,2011-05-31
1977,113.91,2973.05,1528.25,2011-06-01
1978,113.91,2973.05,1528.25,2011-06-02
1979,113.91,2973.05,1528.25,2011-06-03
1980,113.91,2973.05,1528.25,2011-06-04
1981,113.91,2973.05,1528.25,2011-06-05
1982,113.91,2973.05,1528.25,2011-06-06
1983,113.91,2973.05,1528.25,2011-06-07
1984,113.91,2973.05,1528.25,2011-06-08
1985,113.91,2973.05,1528.25,2011-06-09
1986,113.91,2973.05,1528.25,2011-06-10
1987,113.91,2973.05,1528.25,2011-06-11
1988,113.91,2973.05,1528.25,2011-06-12
1989,113.91,2973.05,1528.25,2011-06-13
1990,113.91,2973.05,1528.25,2011-06-14
1991,113.91,2973.05,1528.25,2011-06-15
1992,113.91,2973.05,1528.25,2011-06-16
1993,113.91,2973.05,1528.25,2011-06-17
1994,113.91,2973.05,1528.25,2011-06-18
1995,113.91,2973.05,1528.25,2011-06-19
1996,113.91,2973.05,1528.25,2011-06-20
1997,113.91,2973.05,1528.25,2011-06-21
1998,113.91,2973.05,1528.25,2011-06-22
1999,113.91,2973.05,1528.25,2011-06-23
2000,113.91,2973.05,1528.25,2011-06-24
2001,113.91,2973.05,1528.25,2011-06-25
2002,113.91,2973.05,1528.25,2011-06-26
2003,113.91,2973.05,1528.25,2011-06-27
2004,113.91,2973.05,1528.25,2011-06-28
2005,113.91,2973.05,1528.25,2011-06-29
2006,113.91,2973.05,1528.25,2011-06-30
2007,116.68,3110.81,1575.15,2011-07-01
2008,116.68,3110.81,1575.15,2011-07-02
2009,116.68,3110.81,1575.15,2011-07-03
2010,116.68,3110.81,1575.15,2011-07-04
2011,116.68,3110.81,1575.15,2011-07-05
2012,116.68,3110.81,1575.15,2011-07-06
2013,116.68,3110.81,1575.15,2011-07-07
2014,116.68,3110.81,1575.15,2011-07-08
2015,116.68,3110.81,1575.15,2011-07-09
2016,116.68,3110.81,1575.15,2011-07-10
2017,116.68,3110.81,1575.15,2011-07-11
2018,116.68,3110.81,1575.15,2011-07-12
2019,116.68,3110.81,1575.15,2011-07-13
2020,116.68,3110.81,1575.15,2011-07-14
2021,116.68,3110.81,1575.15,2011-07-15
2022,116.68,3110.81,1575.15,2011-07-16
2023,116.68,3110.81,1575.15,2011-07-17
2024,116.68,3110.81,1575.15,2011-07-18
2025,116.68,3110.81,1575.15,2011-07-19
2026,116.68,3110.81,1575.15,2011-07-20
2027,116.68,3110.81,1575.15,2011-07-21
2028,116.68,3110.81,1575.15,2011-07-22
2029,116.68,3110.81,1575.15,2011-07-23
2030,116.68,3110.81,1575.15,2011-07-24
2031,116.68,3110.81,1575.15,2011-07-25
2032,116.68,3110.81,1575.15,2011-07-26
2033,116.68,3110.81,1575.15,2011-07-27
2034,116.68,3110.81,1575.15,2011-07-28
2035,116.68,3110.81,1575.15,2011-07-29
2036,116.68,3110.81,1575.15,2011-07-30
2037,116.68,3110.81,1575.15,2011-07-31
2038,109.82,2993.52,1770.13,2011-08-01
2039,109.82,2993.52,1770.13,2011-08-02
2040,109.82,2993.52,1770.13,2011-08-03
2041,109.82,2993.52,1770.13,2011-08-04
2042,109.82,2993.52,1770.13,2011-08-05
2043,109.82,2993.52,1770.13,2011-08-06
2044,109.82,2993.52,1770.13,2011-08-07
2045,109.82,2993.52,1770.13,2011-08-08
2046,109.82,2993.52,1770.13,2011-08-09
2047,109.82,2993.52,1770.13,2011-08-10
2048,109.82,2993.52,1770.13,2011-08-11
2049,109.82,2993.52,1770.13,2011-08-12
2050,109.82,2993.52,1770.13,2011-08-13
2051,109.82,2993.52,1770.13,2011-08-14
2052,109.82,2993.52,1770.13,2011-08-15
2053,109.82,2993.52,1770.13,2011-08-16
2054,109.82,2993.52,1770.13,2011-08-17
2055,109.82,2993.52,1770.13,2011-08-18
2056,109.82,2993.52,1770.13,2011-08-19
2057,109.82,2993.52,1770.13,2011-08-20
2058,109.82,2993.52,1770.13,2011-08-21
2059,109.82,2993.52,1770.13,2011-08-22
2060,109.82,2993.52,1770.13,2011-08-23
2061,109.82,2993.52,1770.13,2011-08-24
2062,109.82,2993.52,1770.13,2011-08-25
2063,109.82,2993.52,1770.13,2011-08-26
2064,109.82,2993.52,1770.13,2011-08-27
2065,109.82,2993.52,1770.13,2011-08-28
2066,109.82,2993.52,1770.13,2011-08-29
2067,109.82,2993.52,1770.13,2011-08-30
2068,109.82,2993.52,1770.13,2011-08-31
2069,109.96,2820.95,1768.96,2011-09-01
2070,109.96,2820.95,1768.96,2011-09-02
2071,109.96,2820.95,1768.96,2011-09-03
2072,109.96,2820.95,1768.96,2011-09-04
2073,109.96,2820.95,1768.96,2011-09-05
2074,109.96,2820.95,1768.96,2011-09-06
2075,109.96,2820.95,1768.96,2011-09-07
2076,109.96,2820.95,1768.96,2011-09-08
2077,109.96,2820.95,1768.96,2011-09-09
2078,109.96,2820.95,1768.96,2011-09-10
2079,109.96,2820.95,1768.96,2011-09-11
2080,109.96,2820.95,1768.96,2011-09-12
2081,109.96,2820.95,1768.96,2011-09-13
2082,109.96,2820.95,1768.96,2011-09-14
2083,109.96,2820.95,1768.96,2011-09-15
2084,109.96,2820.95,1768.96,2011-09-16
2085,109.96,2820.95,1768.96,2011-09-17
2086,109.96,2820.95,1768.96,2011-09-18
2087,109.96,2820.95,1768.96,2011-09-19
2088,109.96,2820.95,1768.96,2011-09-20
2089,109.96,2820.95,1768.96,2011-09-21
2090,109.96,2820.95,1768.96,2011-09-22
2091,109.96,2820.95,1768.96,2011-09-23
2092,109.96,2820.95,1768.96,2011-09-24
2093,109.96,2820.95,1768.96,2011-09-25
2094,109.96,2820.95,1768.96,2011-09-26
2095,109.96,2820.95,1768.96,2011-09-27
2096,109.96,2820.95,1768.96,2011-09-28
2097,109.96,2820.95,1768.96,2011-09-29
2098,109.96,2820.95,1768.96,2011-09-30
2099,108.8,2638.81,1673.66,2011-10-01
2100,108.8,2638.81,1673.66,2011-10-02
2101,108.8,2638.81,1673.66,2011-10-03
2102,108.8,2638.81,1673.66,2011-10-04
2103,108.8,2638.81,1673.66,2011-10-05
2104,108.8,2638.81,1673.66,2011-10-06
2105,108.8,2638.81,1673.66,2011-10-07
2106,108.8,2638.81,1673.66,2011-10-08
2107,108.8,2638.81,1673.66,2011-10-09
2108,108.8,2638.81,1673.66,2011-10-10
2109,108.8,2638.81,1673.66,2011-10-11
2110,108.8,2638.81,1673.66,2011-10-12
2111,108.8,2638.81,1673.66,2011-10-13
2112,108.8,2638.81,1673.66,2011-10-14
2113,108.8,2638.81,1673.66,2011-10-15
2114,108.8,2638.81,1673.66,2011-10-16
2115,108.8,2638.81,1673.66,2011-10-17
2116,108.8,2638.81,1673.66,2011-10-18
2117,108.8,2638.81,1673.66,2011-10-19
2118,108.8,2638.81,1673.66,2011-10-20
2119,108.8,2638.81,1673.66,2011-10-21
2120,108.8,2638.81,1673.66,2011-10-22
2121,108.8,2638.81,1673.66,2011-10-23
2122,108.8,2638.81,1673.66,2011-10-24
2123,108.8,2638.81,1673.66,2011-10-25
2124,108.8,2638.81,1673.66,2011-10-26
2125,108.8,2638.81,1673.66,2011-10-27
2126,108.8,2638.81,1673.66,2011-10-28
2127,108.8,2638.81,1673.66,2011-10-29
2128,108.8,2638.81,1673.66,2011-10-30
2129,108.8,2638.81,1673.66,2011-10-31
2130,110.61,2520.27,1744.69,2011-11-01
2131,110.61,2520.27,1744.69,2011-11-02
2132,110.61,2520.27,1744.69,2011-11-03
2133,110.61,2520.27,1744.69,2011-11-04
2134,110.61,2520.27,1744.69,2011-11-05
2135,110.61,2520.27,1744.69,2011-11-06
2136,110.61,2520.27,1744.69,2011-11-07
2137,110.61,2520.27,1744.69,2011-11-08
2138,110.61,2520.27,1744.69,2011-11-09
2139,110.61,2520.27,1744.69,2011-11-10
2140,110.61,2520.27,1744.69,2011-11-11
2141,110.61,2520.27,1744.69,2011-11-12
2142,110.61,2520.27,1744.69,2011-11-13
2143,110.61,2520.27,1744.69,2011-11-14
2144,110.61,2520.27,1744.69,2011-11-15
2145,110.61,2520.27,1744.69,2011-11-16
2146,110.61,2520.27,1744.69,2011-11-17
2147,110.61,2520.27,1744.69,2011-11-18
2148,110.61,2520.27,1744.69,2011-11-19
2149,110.61,2520.27,1744.69,2011-11-20
2150,110.61,2520.27,1744.69,2011-11-21
2151,110.61,2520.27,1744.69,2011-11-22
2152,110.61,2520.27,1744.69,2011-11-23
2153,110.61,2520.27,1744.69,2011-11-24
2154,110.61,2520.27,1744.69,2011-11-25
2155,110.61,2520.27,1744.69,2011-11-26
2156,110.61,2520.27,1744.69,2011-11-27
2157,110.61,2520.27,1744.69,2011-11-28
2158,110.61,2520.27,1744.69,2011-11-29
2159,110.61,2520.27,1744.69,2011-11-30
2160,107.72,2173.14,1658.49,2011-12-01
2161,107.72,2173.14,1658.49,2011-12-02
2162,107.72,2173.14,1658.49,2011-12-03
2163,107.72,2173.14,1658.49,2011-12-04
2164,107.72,2173.14,1658.49,2011-12-05
2165,107.72,2173.14,1658.49,2011-12-06
2166,107.72,2173.14,1658.49,2011-12-07
2167,107.72,2173.14,1658.49,2011-12-08
2168,107.72,2173.14,1658.49,2011-12-09
2169,107.72,2173.14,1658.49,2011-12-10
2170,107.72,2173.14,1658.49,2011-12-11
2171,107.72,2173.14,1658.49,2011-12-12
2172,107.72,2173.14,1658.49,2011-12-13
2173,107.72,2173.14,1658.49,2011-12-14
2174,107.72,2173.14,1658.49,2011-12-15
2175,107.72,2173.14,1658.49,2011-12-16
2176,107.72,2173.14,1658.49,2011-12-17
2177,107.72,2173.14,1658.49,2011-12-18
2178,107.72,2173.14,1658.49,2011-12-19
2179,107.72,2173.14,1658.49,2011-12-20
2180,107.72,2173.14,1658.49,2011-12-21
