Date,US_Inflation_Rate
24/06/2011,91.191
25/06/2011,91.191
26/06/2011,91.191
27/06/2011,91.191
28/06/2011,91.191
29/06/2011,91.191
30/06/2011,91.191
01/07/2011,91.326
02/07/2011,91.326
03/07/2011,91.326
04/07/2011,91.326
05/07/2011,91.326
06/07/2011,91.326
07/07/2011,91.326
08/07/2011,91.326
09/07/2011,91.326
10/07/2011,91.326
11/07/2011,91.326
12/07/2011,91.326
13/07/2011,91.326
14/07/2011,91.326
15/07/2011,91.326
16/07/2011,91.326
17/07/2011,91.326
18/07/2011,91.326
19/07/2011,91.326
20/07/2011,91.326
21/07/2011,91.326
22/07/2011,91.326
23/07/2011,91.326
24/07/2011,91.326
25/07/2011,91.326
26/07/2011,91.326
27/07/2011,91.326
28/07/2011,91.326
29/07/2011,91.326
30/07/2011,91.326
31/07/2011,91.326
01/08/2011,91.508
02/08/2011,91.508
03/08/2011,91.508
04/08/2011,91.508
05/08/2011,91.508
06/08/2011,91.508
07/08/2011,91.508
08/08/2011,91.508
09/08/2011,91.508
10/08/2011,91.508
11/08/2011,91.508
12/08/2011,91.508
13/08/2011,91.508
14/08/2011,91.508
15/08/2011,91.508
16/08/2011,91.508
17/08/2011,91.508
18/08/2011,91.508
19/08/2011,91.508
20/08/2011,91.508
21/08/2011,91.508
22/08/2011,91.508
23/08/2011,91.508
24/08/2011,91.508
25/08/2011,91.508
26/08/2011,91.508
27/08/2011,91.508
28/08/2011,91.508
29/08/2011,91.508
30/08/2011,91.508
31/08/2011,91.508
01/09/2011,91.57
02/09/2011,91.57
03/09/2011,91.57
04/09/2011,91.57
05/09/2011,91.57
06/09/2011,91.57
07/09/2011,91.57
08/09/2011,91.57
09/09/2011,91.57
10/09/2011,91.57
11/09/2011,91.57
12/09/2011,91.57
13/09/2011,91.57
14/09/2011,91.57
15/09/2011,91.57
16/09/2011,91.57
17/09/2011,91.57
18/09/2011,91.57
19/09/2011,91.57
20/09/2011,91.57
21/09/2011,91.57
22/09/2011,91.57
23/09/2011,91.57
24/09/2011,91.57
25/09/2011,91.57
26/09/2011,91.57
27/09/2011,91.57
28/09/2011,91.57
29/09/2011,91.57
30/09/2011,91.57
01/10/2011,91.614
02/10/2011,91.614
03/10/2011,91.614
04/10/2011,91.614
05/10/2011,91.614
06/10/2011,91.614
07/10/2011,91.614
08/10/2011,91.614
09/10/2011,91.614
10/10/2011,91.614
11/10/2011,91.614
12/10/2011,91.614
13/10/2011,91.614
14/10/2011,91.614
15/10/2011,91.614
16/10/2011,91.614
17/10/2011,91.614
18/10/2011,91.614
19/10/2011,91.614
20/10/2011,91.614
21/10/2011,91.614
22/10/2011,91.614
23/10/2011,91.614
24/10/2011,91.614
25/10/2011,91.614
26/10/2011,91.614
27/10/2011,91.614
28/10/2011,91.614
29/10/2011,91.614
30/10/2011,91.614
31/10/2011,91.614
01/11/2011,91.808
02/11/2011,91.808
03/11/2011,91.808
04/11/2011,91.808
05/11/2011,91.808
06/11/2011,91.808
07/11/2011,91.808
08/11/2011,91.808
09/11/2011,91.808
10/11/2011,91.808
11/11/2011,91.808
12/11/2011,91.808
13/11/2011,91.808
14/11/2011,91.808
15/11/2011,91.808
16/11/2011,91.808
17/11/2011,91.808
18/11/2011,91.808
19/11/2011,91.808
20/11/2011,91.808
21/11/2011,91.808
22/11/2011,91.808
23/11/2011,91.808
24/11/2011,91.808
25/11/2011,91.808
26/11/2011,91.808
27/11/2011,91.808
28/11/2011,91.808
29/11/2011,91.808
30/11/2011,91.808
01/12/2011,91.96
02/12/2011,91.96
03/12/2011,91.96
04/12/2011,91.96
05/12/2011,91.96
06/12/2011,91.96
07/12/2011,91.96
08/12/2011,91.96
09/12/2011,91.96
10/12/2011,91.96
11/12/2011,91.96
12/12/2011,91.96
13/12/2011,91.96
14/12/2011,91.96
15/12/2011,91.96
16/12/2011,91.96
17/12/2011,91.96
18/12/2011,91.96
19/12/2011,91.96
20/12/2011,91.96
21/12/2011,91.96
22/12/2011,91.96
23/12/2011,91.96
24/12/2011,91.96
25/12/2011,91.96
26/12/2011,91.96
27/12/2011,91.96
28/12/2011,91.96
29/12/2011,91.96
30/12/2011,91.96
31/12/2011,91.96
01/01/2012,92.235
02/01/2012,92.235
03/01/2012,92.235
04/01/2012,92.235
05/01/2012,92.235
06/01/2012,92.235
07/01/2012,92.235
08/01/2012,92.235
09/01/2012,92.235
10/01/2012,92.235
11/01/2012,92.235
12/01/2012,92.235
13/01/2012,92.235
14/01/2012,92.235
15/01/2012,92.235
16/01/2012,92.235
17/01/2012,92.235
18/01/2012,92.235
19/01/2012,92.235
20/01/2012,92.235
21/01/2012,92.235
22/01/2012,92.235
23/01/2012,92.235
24/01/2012,92.235
25/01/2012,92.235
26/01/2012,92.235
27/01/2012,92.235
28/01/2012,92.235
29/01/2012,92.235
30/01/2012,92.235
31/01/2012,92.235
01/02/2012,92.364
02/02/2012,92.364
03/02/2012,92.364
04/02/2012,92.364
05/02/2012,92.364
06/02/2012,92.364
07/02/2012,92.364
08/02/2012,92.364
09/02/2012,92.364
10/02/2012,92.364
11/02/2012,92.364
12/02/2012,92.364
13/02/2012,92.364
14/02/2012,92.364
15/02/2012,92.364
16/02/2012,92.364
17/02/2012,92.364
18/02/2012,92.364
19/02/2012,92.364
20/02/2012,92.364
21/02/2012,92.364
22/02/2012,92.364
23/02/2012,92.364
24/02/2012,92.364
25/02/2012,92.364
26/02/2012,92.364
27/02/2012,92.364
28/02/2012,92.364
29/02/2012,92.364
01/03/2012,92.521
02/03/2012,92.521
03/03/2012,92.521
04/03/2012,92.521
05/03/2012,92.521
06/03/2012,92.521
07/03/2012,92.521
08/03/2012,92.521
09/03/2012,92.521
10/03/2012,92.521
11/03/2012,92.521
12/03/2012,92.521
13/03/2012,92.521
14/03/2012,92.521
15/03/2012,92.521
16/03/2012,92.521
17/03/2012,92.521
18/03/2012,92.521
19/03/2012,92.521
20/03/2012,92.521
21/03/2012,92.521
22/03/2012,92.521
23/03/2012,92.521
24/03/2012,92.521
25/03/2012,92.521
26/03/2012,92.521
27/03/2012,92.521
28/03/2012,92.521
29/03/2012,92.521
30/03/2012,92.521
31/03/2012,92.521
01/04/2012,92.661
02/04/2012,92.661
03/04/2012,92.661
04/04/2012,92.661
05/04/2012,92.661
06/04/2012,92.661
07/04/2012,92.661
08/04/2012,92.661
09/04/2012,92.661
10/04/2012,92.661
11/04/2012,92.661
12/04/2012,92.661
13/04/2012,92.661
14/04/2012,92.661
15/04/2012,92.661
16/04/2012,92.661
17/04/2012,92.661
18/04/2012,92.661
19/04/2012,92.661
20/04/2012,92.661
21/04/2012,92.661
22/04/2012,92.661
23/04/2012,92.661
24/04/2012,92.661
25/04/2012,92.661
26/04/2012,92.661
27/04/2012,92.661
28/04/2012,92.661
29/04/2012,92.661
30/04/2012,92.661
01/05/2012,92.755
02/05/2012,92.755
03/05/2012,92.755
04/05/2012,92.755
05/05/2012,92.755
06/05/2012,92.755
07/05/2012,92.755
08/05/2012,92.755
09/05/2012,92.755
10/05/2012,92.755
11/05/2012,92.755
12/05/2012,92.755
13/05/2012,92.755
14/05/2012,92.755
15/05/2012,92.755
16/05/2012,92.755
17/05/2012,92.755
18/05/2012,92.755
19/05/2012,92.755
20/05/2012,92.755
21/05/2012,92.755
22/05/2012,92.755
23/05/2012,92.755
24/05/2012,92.755
25/05/2012,92.755
26/05/2012,92.755
27/05/2012,92.755
28/05/2012,92.755
29/05/2012,92.755
30/05/2012,92.755
31/05/2012,92.755
01/06/2012,92.85
02/06/2012,92.85
03/06/2012,92.85
04/06/2012,92.85
05/06/2012,92.85
06/06/2012,92.85
07/06/2012,92.85
08/06/2012,92.85
09/06/2012,92.85
10/06/2012,92.85
11/06/2012,92.85
12/06/2012,92.85
13/06/2012,92.85
14/06/2012,92.85
15/06/2012,92.85
16/06/2012,92.85
17/06/2012,92.85
18/06/2012,92.85
19/06/2012,92.85
20/06/2012,92.85
21/06/2012,92.85
22/06/2012,92.85
23/06/2012,92.85
24/06/2012,92.85
25/06/2012,92.85
26/06/2012,92.85
27/06/2012,92.85
28/06/2012,92.85
29/06/2012,92.85
30/06/2012,92.85
01/07/2012,92.946
02/07/2012,92.946
03/07/2012,92.946
04/07/2012,92.946
05/07/2012,92.946
06/07/2012,92.946
07/07/2012,92.946
08/07/2012,92.946
09/07/2012,92.946
10/07/2012,92.946
11/07/2012,92.946
12/07/2012,92.946
13/07/2012,92.946
14/07/2012,92.946
15/07/2012,92.946
16/07/2012,92.946
17/07/2012,92.946
18/07/2012,92.946
19/07/2012,92.946
20/07/2012,92.946
21/07/2012,92.946
22/07/2012,92.946
23/07/2012,92.946
24/07/2012,92.946
25/07/2012,92.946
26/07/2012,92.946
27/07/2012,92.946
28/07/2012,92.946
29/07/2012,92.946
30/07/2012,92.946
31/07/2012,92.946
01/08/2012,93.005
02/08/2012,93.005
03/08/2012,93.005
04/08/2012,93.005
05/08/2012,93.005
06/08/2012,93.005
07/08/2012,93.005
08/08/2012,93.005
09/08/2012,93.005
10/08/2012,93.005
11/08/2012,93.005
12/08/2012,93.005
13/08/2012,93.005
14/08/2012,93.005
15/08/2012,93.005
16/08/2012,93.005
17/08/2012,93.005
18/08/2012,93.005
19/08/2012,93.005
20/08/2012,93.005
21/08/2012,93.005
22/08/2012,93.005
23/08/2012,93.005
24/08/2012,93.005
25/08/2012,93.005
26/08/2012,93.005
27/08/2012,93.005
28/08/2012,93.005
29/08/2012,93.005
30/08/2012,93.005
31/08/2012,93.005
01/09/2012,93.119
02/09/2012,93.119
03/09/2012,93.119
04/09/2012,93.119
05/09/2012,93.119
06/09/2012,93.119
07/09/2012,93.119
08/09/2012,93.119
09/09/2012,93.119
10/09/2012,93.119
11/09/2012,93.119
12/09/2012,93.119
13/09/2012,93.119
14/09/2012,93.119
15/09/2012,93.119
16/09/2012,93.119
17/09/2012,93.119
18/09/2012,93.119
19/09/2012,93.119
20/09/2012,93.119
21/09/2012,93.119
22/09/2012,93.119
23/09/2012,93.119
24/09/2012,93.119
25/09/2012,93.119
26/09/2012,93.119
27/09/2012,93.119
28/09/2012,93.119
29/09/2012,93.119
30/09/2012,93.119
01/10/2012,93.345
02/10/2012,93.345
03/10/2012,93.345
04/10/2012,93.345
05/10/2012,93.345
06/10/2012,93.345
07/10/2012,93.345
08/10/2012,93.345
09/10/2012,93.345
10/10/2012,93.345
11/10/2012,93.345
12/10/2012,93.345
13/10/2012,93.345
14/10/2012,93.345
15/10/2012,93.345
16/10/2012,93.345
17/10/2012,93.345
18/10/2012,93.345
19/10/2012,93.345
20/10/2012,93.345
21/10/2012,93.345
22/10/2012,93.345
23/10/2012,93.345
24/10/2012,93.345
25/10/2012,93.345
26/10/2012,93.345
27/10/2012,93.345
28/10/2012,93.345
29/10/2012,93.345
30/10/2012,93.345
31/10/2012,93.345
01/11/2012,93.445
02/11/2012,93.445
03/11/2012,93.445
04/11/2012,93.445
05/11/2012,93.445
06/11/2012,93.445
07/11/2012,93.445
08/11/2012,93.445
09/11/2012,93.445
10/11/2012,93.445
11/11/2012,93.445
12/11/2012,93.445
13/11/2012,93.445
14/11/2012,93.445
15/11/2012,93.445
16/11/2012,93.445
17/11/2012,93.445
18/11/2012,93.445
19/11/2012,93.445
20/11/2012,93.445
21/11/2012,93.445
22/11/2012,93.445
23/11/2012,93.445
24/11/2012,93.445
25/11/2012,93.445
26/11/2012,93.445
27/11/2012,93.445
28/11/2012,93.445
29/11/2012,93.445
30/11/2012,93.445
01/12/2012,93.514
02/12/2012,93.514
03/12/2012,93.514
04/12/2012,93.514
05/12/2012,93.514
06/12/2012,93.514
07/12/2012,93.514
08/12/2012,93.514
09/12/2012,93.514
10/12/2012,93.514
11/12/2012,93.514
12/12/2012,93.514
13/12/2012,93.514
14/12/2012,93.514
15/12/2012,93.514
16/12/2012,93.514
17/12/2012,93.514
18/12/2012,93.514
19/12/2012,93.514
20/12/2012,93.514
21/12/2012,93.514
22/12/2012,93.514
23/12/2012,93.514
24/12/2012,93.514
25/12/2012,93.514
26/12/2012,93.514
27/12/2012,93.514
28/12/2012,93.514
29/12/2012,93.514
30/12/2012,93.514
31/12/2012,93.514
01/01/2013,93.703
02/01/2013,93.703
03/01/2013,93.703
04/01/2013,93.703
05/01/2013,93.703
06/01/2013,93.703
07/01/2013,93.703
08/01/2013,93.703
09/01/2013,93.703
10/01/2013,93.703
11/01/2013,93.703
12/01/2013,93.703
13/01/2013,93.703
14/01/2013,93.703
15/01/2013,93.703
16/01/2013,93.703
17/01/2013,93.703
18/01/2013,93.703
19/01/2013,93.703
20/01/2013,93.703
21/01/2013,93.703
22/01/2013,93.703
23/01/2013,93.703
24/01/2013,93.703
25/01/2013,93.703
26/01/2013,93.703
27/01/2013,93.703
28/01/2013,93.703
29/01/2013,93.703
30/01/2013,93.703
31/01/2013,93.703
01/02/2013,93.805
02/02/2013,93.805
03/02/2013,93.805
04/02/2013,93.805
05/02/2013,93.805
06/02/2013,93.805
07/02/2013,93.805
08/02/2013,93.805
09/02/2013,93.805
10/02/2013,93.805
11/02/2013,93.805
12/02/2013,93.805
13/02/2013,93.805
14/02/2013,93.805
15/02/2013,93.805
16/02/2013,93.805
17/02/2013,93.805
18/02/2013,93.805
19/02/2013,93.805
20/02/2013,93.805
21/02/2013,93.805
22/02/2013,93.805
23/02/2013,93.805
24/02/2013,93.805
25/02/2013,93.805
26/02/2013,93.805
27/02/2013,93.805
28/02/2013,93.805
01/03/2013,93.891
02/03/2013,93.891
03/03/2013,93.891
04/03/2013,93.891
05/03/2013,93.891
06/03/2013,93.891
07/03/2013,93.891
08/03/2013,93.891
09/03/2013,93.891
10/03/2013,93.891
11/03/2013,93.891
12/03/2013,93.891
13/03/2013,93.891
14/03/2013,93.891
15/03/2013,93.891
16/03/2013,93.891
17/03/2013,93.891
18/03/2013,93.891
19/03/2013,93.891
20/03/2013,93.891
21/03/2013,93.891
22/03/2013,93.891
23/03/2013,93.891
24/03/2013,93.891
25/03/2013,93.891
26/03/2013,93.891
27/03/2013,93.891
28/03/2013,93.891
29/03/2013,93.891
30/03/2013,93.891
31/03/2013,93.891
01/04/2013,93.937
02/04/2013,93.937
03/04/2013,93.937
04/04/2013,93.937
05/04/2013,93.937
06/04/2013,93.937
07/04/2013,93.937
08/04/2013,93.937
09/04/2013,93.937
10/04/2013,93.937
11/04/2013,93.937
12/04/2013,93.937
13/04/2013,93.937
14/04/2013,93.937
15/04/2013,93.937
16/04/2013,93.937
17/04/2013,93.937
18/04/2013,93.937
19/04/2013,93.937
20/04/2013,93.937
21/04/2013,93.937
22/04/2013,93.937
23/04/2013,93.937
24/04/2013,93.937
25/04/2013,93.937
26/04/2013,93.937
27/04/2013,93.937
28/04/2013,93.937
29/04/2013,93.937
30/04/2013,93.937
01/05/2013,94.047
02/05/2013,94.047
03/05/2013,94.047
04/05/2013,94.047
05/05/2013,94.047
06/05/2013,94.047
07/05/2013,94.047
08/05/2013,94.047
09/05/2013,94.047
10/05/2013,94.047
11/05/2013,94.047
12/05/2013,94.047
13/05/2013,94.047
14/05/2013,94.047
15/05/2013,94.047
16/05/2013,94.047
17/05/2013,94.047
18/05/2013,94.047
19/05/2013,94.047
20/05/2013,94.047
21/05/2013,94.047
22/05/2013,94.047
23/05/2013,94.047
24/05/2013,94.047
25/05/2013,94.047
26/05/2013,94.047
27/05/2013,94.047
28/05/2013,94.047
29/05/2013,94.047
30/05/2013,94.047
31/05/2013,94.047
01/06/2013,94.209
02/06/2013,94.209
03/06/2013,94.209
04/06/2013,94.209
05/06/2013,94.209
06/06/2013,94.209
07/06/2013,94.209
08/06/2013,94.209
09/06/2013,94.209
10/06/2013,94.209
11/06/2013,94.209
12/06/2013,94.209
13/06/2013,94.209
14/06/2013,94.209
15/06/2013,94.209
16/06/2013,94.209
17/06/2013,94.209
18/06/2013,94.209
19/06/2013,94.209
20/06/2013,94.209
21/06/2013,94.209
22/06/2013,94.209
23/06/2013,94.209
24/06/2013,94.209
25/06/2013,94.209
26/06/2013,94.209
27/06/2013,94.209
28/06/2013,94.209
29/06/2013,94.209
30/06/2013,94.209
01/07/2013,94.329
02/07/2013,94.329
03/07/2013,94.329
04/07/2013,94.329
05/07/2013,94.329
06/07/2013,94.329
07/07/2013,94.329
08/07/2013,94.329
09/07/2013,94.329
10/07/2013,94.329
11/07/2013,94.329
12/07/2013,94.329
13/07/2013,94.329
14/07/2013,94.329
15/07/2013,94.329
16/07/2013,94.329
17/07/2013,94.329
18/07/2013,94.329
19/07/2013,94.329
20/07/2013,94.329
21/07/2013,94.329
22/07/2013,94.329
23/07/2013,94.329
24/07/2013,94.329
25/07/2013,94.329
26/07/2013,94.329
27/07/2013,94.329
28/07/2013,94.329
29/07/2013,94.329
30/07/2013,94.329
31/07/2013,94.329
01/08/2013,94.431
02/08/2013,94.431
03/08/2013,94.431
04/08/2013,94.431
05/08/2013,94.431
06/08/2013,94.431
07/08/2013,94.431
08/08/2013,94.431
09/08/2013,94.431
10/08/2013,94.431
11/08/2013,94.431
12/08/2013,94.431
13/08/2013,94.431
14/08/2013,94.431
15/08/2013,94.431
16/08/2013,94.431
17/08/2013,94.431
18/08/2013,94.431
19/08/2013,94.431
20/08/2013,94.431
21/08/2013,94.431
22/08/2013,94.431
23/08/2013,94.431
24/08/2013,94.431
25/08/2013,94.431
26/08/2013,94.431
27/08/2013,94.431
28/08/2013,94.431
29/08/2013,94.431
30/08/2013,94.431
31/08/2013,94.431
01/09/2013,94.543
02/09/2013,94.543
03/09/2013,94.543
04/09/2013,94.543
05/09/2013,94.543
06/09/2013,94.543
07/09/2013,94.543
08/09/2013,94.543
09/09/2013,94.543
10/09/2013,94.543
11/09/2013,94.543
12/09/2013,94.543
13/09/2013,94.543
14/09/2013,94.543
15/09/2013,94.543
16/09/2013,94.543
17/09/2013,94.543
18/09/2013,94.543
19/09/2013,94.543
20/09/2013,94.543
21/09/2013,94.543
22/09/2013,94.543
23/09/2013,94.543
24/09/2013,94.543
25/09/2013,94.543
26/09/2013,94.543
27/09/2013,94.543
28/09/2013,94.543
29/09/2013,94.543
30/09/2013,94.543
01/10/2013,94.703
02/10/2013,94.703
03/10/2013,94.703
04/10/2013,94.703
05/10/2013,94.703
06/10/2013,94.703
07/10/2013,94.703
08/10/2013,94.703
09/10/2013,94.703
10/10/2013,94.703
11/10/2013,94.703
12/10/2013,94.703
13/10/2013,94.703
14/10/2013,94.703
15/10/2013,94.703
16/10/2013,94.703
17/10/2013,94.703
18/10/2013,94.703
19/10/2013,94.703
20/10/2013,94.703
21/10/2013,94.703
22/10/2013,94.703
23/10/2013,94.703
24/10/2013,94.703
25/10/2013,94.703
26/10/2013,94.703
27/10/2013,94.703
28/10/2013,94.703
29/10/2013,94.703
30/10/2013,94.703
31/10/2013,94.703
01/11/2013,94.86
02/11/2013,94.86
03/11/2013,94.86
04/11/2013,94.86
05/11/2013,94.86
06/11/2013,94.86
07/11/2013,94.86
08/11/2013,94.86
09/11/2013,94.86
10/11/2013,94.86
11/11/2013,94.86
12/11/2013,94.86
13/11/2013,94.86
14/11/2013,94.86
15/11/2013,94.86
16/11/2013,94.86
17/11/2013,94.86
18/11/2013,94.86
19/11/2013,94.86
20/11/2013,94.86
21/11/2013,94.86
22/11/2013,94.86
23/11/2013,94.86
24/11/2013,94.86
25/11/2013,94.86
26/11/2013,94.86
27/11/2013,94.86
28/11/2013,94.86
29/11/2013,94.86
30/11/2013,94.86
01/12/2013,94.961
02/12/2013,94.961
03/12/2013,94.961
04/12/2013,94.961
05/12/2013,94.961
06/12/2013,94.961
07/12/2013,94.961
08/12/2013,94.961
09/12/2013,94.961
10/12/2013,94.961
11/12/2013,94.961
12/12/2013,94.961
13/12/2013,94.961
14/12/2013,94.961
15/12/2013,94.961
16/12/2013,94.961
17/12/2013,94.961
18/12/2013,94.961
19/12/2013,94.961
20/12/2013,94.961
21/12/2013,94.961
22/12/2013,94.961
23/12/2013,94.961
24/12/2013,94.961
25/12/2013,94.961
26/12/2013,94.961
27/12/2013,94.961
28/12/2013,94.961
29/12/2013,94.961
30/12/2013,94.961
31/12/2013,94.961
01/01/2014,95.064
02/01/2014,95.064
03/01/2014,95.064
04/01/2014,95.064
05/01/2014,95.064
06/01/2014,95.064
07/01/2014,95.064
08/01/2014,95.064
09/01/2014,95.064
10/01/2014,95.064
11/01/2014,95.064
12/01/2014,95.064
13/01/2014,95.064
14/01/2014,95.064
15/01/2014,95.064
16/01/2014,95.064
17/01/2014,95.064
18/01/2014,95.064
19/01/2014,95.064
20/01/2014,95.064
21/01/2014,95.064
22/01/2014,95.064
23/01/2014,95.064
24/01/2014,95.064
25/01/2014,95.064
26/01/2014,95.064
27/01/2014,95.064
28/01/2014,95.064
29/01/2014,95.064
30/01/2014,95.064
31/01/2014,95.064
01/02/2014,95.109
02/02/2014,95.109
03/02/2014,95.109
04/02/2014,95.109
05/02/2014,95.109
06/02/2014,95.109
07/02/2014,95.109
08/02/2014,95.109
09/02/2014,95.109
10/02/2014,95.109
11/02/2014,95.109
12/02/2014,95.109
13/02/2014,95.109
14/02/2014,95.109
15/02/2014,95.109
16/02/2014,95.109
17/02/2014,95.109
18/02/2014,95.109
19/02/2014,95.109
20/02/2014,95.109
21/02/2014,95.109
22/02/2014,95.109
23/02/2014,95.109
24/02/2014,95.109
25/02/2014,95.109
26/02/2014,95.109
27/02/2014,95.109
28/02/2014,95.109
01/03/2014,95.25
02/03/2014,95.25
03/03/2014,95.25
04/03/2014,95.25
05/03/2014,95.25
06/03/2014,95.25
07/03/2014,95.25
08/03/2014,95.25
09/03/2014,95.25
10/03/2014,95.25
11/03/2014,95.25
12/03/2014,95.25
13/03/2014,95.25
14/03/2014,95.25
15/03/2014,95.25
16/03/2014,95.25
17/03/2014,95.25
18/03/2014,95.25
19/03/2014,95.25
20/03/2014,95.25
21/03/2014,95.25
22/03/2014,95.25
23/03/2014,95.25
24/03/2014,95.25
25/03/2014,95.25
26/03/2014,95.25
27/03/2014,95.25
28/03/2014,95.25
29/03/2014,95.25
30/03/2014,95.25
31/03/2014,95.25
01/04/2014,95.413
02/04/2014,95.413
03/04/2014,95.413
04/04/2014,95.413
05/04/2014,95.413
06/04/2014,95.413
07/04/2014,95.413
08/04/2014,95.413
09/04/2014,95.413
10/04/2014,95.413
11/04/2014,95.413
12/04/2014,95.413
13/04/2014,95.413
14/04/2014,95.413
15/04/2014,95.413
16/04/2014,95.413
17/04/2014,95.413
18/04/2014,95.413
19/04/2014,95.413
20/04/2014,95.413
21/04/2014,95.413
22/04/2014,95.413
23/04/2014,95.413
24/04/2014,95.413
25/04/2014,95.413
26/04/2014,95.413
27/04/2014,95.413
28/04/2014,95.413
29/04/2014,95.413
30/04/2014,95.413
01/05/2014,95.574
02/05/2014,95.574
03/05/2014,95.574
04/05/2014,95.574
05/05/2014,95.574
06/05/2014,95.574
07/05/2014,95.574
08/05/2014,95.574
09/05/2014,95.574
10/05/2014,95.574
11/05/2014,95.574
12/05/2014,95.574
13/05/2014,95.574
14/05/2014,95.574
15/05/2014,95.574
16/05/2014,95.574
17/05/2014,95.574
18/05/2014,95.574
19/05/2014,95.574
20/05/2014,95.574
21/05/2014,95.574
22/05/2014,95.574
23/05/2014,95.574
24/05/2014,95.574
25/05/2014,95.574
26/05/2014,95.574
27/05/2014,95.574
28/05/2014,95.574
29/05/2014,95.574
30/05/2014,95.574
31/05/2014,95.574
01/06/2014,95.682
02/06/2014,95.682
03/06/2014,95.682
04/06/2014,95.682
05/06/2014,95.682
06/06/2014,95.682
07/06/2014,95.682
08/06/2014,95.682
09/06/2014,95.682
10/06/2014,95.682
11/06/2014,95.682
12/06/2014,95.682
13/06/2014,95.682
14/06/2014,95.682
15/06/2014,95.682
16/06/2014,95.682
17/06/2014,95.682
18/06/2014,95.682
19/06/2014,95.682
20/06/2014,95.682
21/06/2014,95.682
22/06/2014,95.682
23/06/2014,95.682
24/06/2014,95.682
25/06/2014,95.682
26/06/2014,95.682
27/06/2014,95.682
28/06/2014,95.682
29/06/2014,95.682
30/06/2014,95.682
01/07/2014,95.848
02/07/2014,95.848
03/07/2014,95.848
04/07/2014,95.848
05/07/2014,95.848
06/07/2014,95.848
07/07/2014,95.848
08/07/2014,95.848
09/07/2014,95.848
10/07/2014,95.848
11/07/2014,95.848
12/07/2014,95.848
13/07/2014,95.848
14/07/2014,95.848
15/07/2014,95.848
16/07/2014,95.848
17/07/2014,95.848
18/07/2014,95.848
19/07/2014,95.848
20/07/2014,95.848
21/07/2014,95.848
22/07/2014,95.848
23/07/2014,95.848
24/07/2014,95.848
25/07/2014,95.848
26/07/2014,95.848
27/07/2014,95.848
28/07/2014,95.848
29/07/2014,95.848
30/07/2014,95.848
31/07/2014,95.848
01/08/2014,95.885
02/08/2014,95.885
03/08/2014,95.885
04/08/2014,95.885
05/08/2014,95.885
06/08/2014,95.885
07/08/2014,95.885
08/08/2014,95.885
09/08/2014,95.885
10/08/2014,95.885
11/08/2014,95.885
12/08/2014,95.885
13/08/2014,95.885
14/08/2014,95.885
15/08/2014,95.885
16/08/2014,95.885
17/08/2014,95.885
18/08/2014,95.885
19/08/2014,95.885
20/08/2014,95.885
21/08/2014,95.885
22/08/2014,95.885
23/08/2014,95.885
24/08/2014,95.885
25/08/2014,95.885
26/08/2014,95.885
27/08/2014,95.885
28/08/2014,95.885
29/08/2014,95.885
30/08/2014,95.885
31/08/2014,95.885
01/09/2014,96.013
02/09/2014,96.013
03/09/2014,96.013
04/09/2014,96.013
05/09/2014,96.013
06/09/2014,96.013
07/09/2014,96.013
08/09/2014,96.013
09/09/2014,96.013
10/09/2014,96.013
11/09/2014,96.013
12/09/2014,96.013
13/09/2014,96.013
14/09/2014,96.013
15/09/2014,96.013
16/09/2014,96.013
17/09/2014,96.013
18/09/2014,96.013
19/09/2014,96.013
20/09/2014,96.013
21/09/2014,96.013
22/09/2014,96.013
23/09/2014,96.013
24/09/2014,96.013
25/09/2014,96.013
26/09/2014,96.013
27/09/2014,96.013
28/09/2014,96.013
29/09/2014,96.013
30/09/2014,96.013
01/10/2014,96.096
02/10/2014,96.096
03/10/2014,96.096
04/10/2014,96.096
05/10/2014,96.096
06/10/2014,96.096
07/10/2014,96.096
08/10/2014,96.096
09/10/2014,96.096
10/10/2014,96.096
11/10/2014,96.096
12/10/2014,96.096
13/10/2014,96.096
14/10/2014,96.096
15/10/2014,96.096
16/10/2014,96.096
17/10/2014,96.096
18/10/2014,96.096
19/10/2014,96.096
20/10/2014,96.096
21/10/2014,96.096
22/10/2014,96.096
23/10/2014,96.096
24/10/2014,96.096
25/10/2014,96.096
26/10/2014,96.096
27/10/2014,96.096
28/10/2014,96.096
29/10/2014,96.096
30/10/2014,96.096
31/10/2014,96.096
01/11/2014,96.181
02/11/2014,96.181
03/11/2014,96.181
04/11/2014,96.181
05/11/2014,96.181
06/11/2014,96.181
07/11/2014,96.181
08/11/2014,96.181
09/11/2014,96.181
10/11/2014,96.181
11/11/2014,96.181
12/11/2014,96.181
13/11/2014,96.181
14/11/2014,96.181
15/11/2014,96.181
16/11/2014,96.181
17/11/2014,96.181
18/11/2014,96.181
19/11/2014,96.181
20/11/2014,96.181
21/11/2014,96.181
22/11/2014,96.181
23/11/2014,96.181
24/11/2014,96.181
25/11/2014,96.181
26/11/2014,96.181
27/11/2014,96.181
28/11/2014,96.181
29/11/2014,96.181
30/11/2014,96.181
01/12/2014,96.249
02/12/2014,96.249
03/12/2014,96.249
04/12/2014,96.249
05/12/2014,96.249
06/12/2014,96.249
07/12/2014,96.249
08/12/2014,96.249
09/12/2014,96.249
10/12/2014,96.249
11/12/2014,96.249
12/12/2014,96.249
13/12/2014,96.249
14/12/2014,96.249
15/12/2014,96.249
